text;label
быстро;accept
сейчас;accept
без задержек;accept
срочно;accept
без промедления;accept
пожалуйста;accept
мгновенно;accept
беру заказ;accept
берём заказ;accept
берём срочно;accept
берём сейчас;accept
беру срочно;accept
беру сейчас;accept
забираю заказ;accept
забираю сейчас;accept
забираю срочно;accept
заберу;accept
заберу срочно;accept
заберу сейчас;accept
берём;accept
давай берём;accept
давай возьмём;accept
берём его;accept
беру его;accept
беру это;accept
беру этот;accept
берём этот;accept
возьми заказ;accept
возьмём заказ;accept
возьми его;accept
возьми это;accept
возьми этот;accept
берём без вопросов;accept
беру без вопросов;accept
берем без промедления;accept
берём без задержек;accept
беру без задержек;accept
берём быстро;accept
беру быстро;accept
берём сразу;accept
беру сразу;accept
берём мгновенно;accept
беру мгновенно;accept
берём немедленно;accept
беру немедленно;accept
берём скоро;accept
беру скоро;accept
да беру;accept
да забираю;accept
да принимаю;accept
да возьмём;accept
давай беру;accept
давай заберу;accept
давай примем;accept
примем заказ;accept
принимаю заказ;accept
принимаю срочно;accept
принимаю сейчас;accept
принимаю мгновенно;accept
принимаю сразу;accept
принимаем заказ;accept
принимаем сразу;accept
принимаем сейчас;accept
принимаем быстро;accept
принимаем мгновенно;accept
принимаем немедленно;accept
подтверди;accept
подтвердить;accept
подтверждаю;accept
ок беру;accept
окей беру;accept
ок забираю;accept
ок принимаю;accept
хорошо беру;accept
хорошо забираю;accept
хорошо принимаю;accept
беру, еду;accept
беру, старт;accept
беру, в пути;accept
беру, готов;accept
беру, поехали;accept
беру, выезжаю;accept
беру, начинаю;accept
берём, едем;accept
берём, поехали;accept
берём, выезжаем;accept
берём, стартуем;accept
забираю, еду;accept
забираю, поехал;accept
забираю, в пути;accept
забираю, старт;accept
забираю, готов;accept
согласен;accept
согласен взять;accept
согласен забрать;accept
согласен принять;accept
готов взять;accept
готов забрать;accept
готов принять;accept
готов беру;accept
готов забираю;accept
готов принимаю;accept
беру к исполнению;accept
беру к работе;accept
беру в дело;accept
берём к работе;accept
берём к исполнению;accept
берём на себя;accept
беру на себя;accept
забираю на себя;accept
заберу на себя;accept
принимаю на себя;accept
ок, беру;accept
ок, забираю;accept
ок, принимаю;accept
yes, accept;accept
take it;accept
i accept;accept
confirm order;accept
take order;accept
accept it;accept
прими;accept
принять;accept
приму;accept
приму срочно;accept
приму сейчас;accept
прими заказ;accept
прими сразу;accept
принимаем;accept
подтверди приём;accept
подтверди срочно;accept
подтверди сейчас;accept
подтверди мгновенно;accept
одобри;accept
одобри заказ;accept
одобряем;accept
беру, ок;accept
забираю, ок;accept
принимаю, ок;accept
беру, да;accept
забираю, да;accept
принимаю, да;accept
беру успешно;accept
забираю успешно;accept
принимаю успешно;accept
берём успешно;accept
беру моментально;accept
берём моментально;accept
забираю моментально;accept
принимаю моментально;accept
беру мгн.;accept
берём мгн.;accept
забираю мгн.;accept
принимаю мгн.;accept
стартуем;accept
старт;accept
в деле;accept
я в деле;accept
еду;accept
выезжаю;accept
поехали;accept
стартуем сейчас;accept
стартую;accept
стартую сейчас;accept
беру и еду;accept
беру и поехал;accept
беру, выхожу;accept
берём, выхожу;accept
забираю, выхожу;accept
заберу, выхожу;accept
принимаю, выхожу;accept
беру, на выход;accept
забираю, на выход;accept
принимаю, на выход;accept
окей;accept
окей беру;accept
окей забираю;accept
окей принимаю;accept
готов;accept
готов беру;accept
готов забираю;accept
готов принимаю;accept
работаю;accept
работаю, беру;accept
работаю, забираю;accept
работаю, принимаю;accept
беру, работаю;accept
забираю, работаю;accept
принимаю, работаю;accept
надо,беру;accept
надо,забираю;accept
надо,принимаю;accept
берём, надо;accept
беру, надо;accept
забираю, надо;accept
принимаю, надо;accept
ладно, беру;accept
ладно, забираю;accept
ладно, принимаю;accept
ладно, берём;accept
ладно, заберём;accept
ладно, примем;accept
берём сами;accept
беру себе;accept
забираю себе;accept
принимаю себе;accept
себе, беру;accept
себе, забираю;accept
себе, принимаю;accept
я беру;accept
я забираю;accept
я принимаю;accept
мы берём;accept
мы забираем;accept
мы принимаем;accept
берём быстрый;accept
беру быстрый;accept
забираю быстрый;accept
принимаю быстрый;accept
берём срочный;accept
беру срочный;accept
забираю срочный;accept
принимаю срочный;accept
берём экспресс;accept
беру экспресс;accept
забираю экспресс;accept
принимаю экспресс;accept
ок, старт;accept
ок, еду;accept
ок, поехал;accept
ок, выезжаю;accept
по рукам;accept
договорились;accept
беру, договорились;accept
забираю, договорились;accept
принимаю, договорились;accept
сделаем;accept
делаю;accept
делаю, беру;accept
делаю, забираю;accept
делаю, принимаю;accept
беру, делаю;accept
забираю, делаю;accept
принимаю, делаю;accept
принял;accept
приняли;accept
приняла;accept
подтверждаю сделку;accept
подтвердил;accept
подтвердили;accept
подтвердила;accept
есть беру;accept
есть забираю;accept
есть принимаю;accept
беру окончательно;accept
забираю окончательно;accept
принимаю окончательно;accept
финиш, беру;accept
финиш, забираю;accept
финиш, принимаю;accept
не беру;decline
скинь заказ;decline
отказываюсь;decline
откажись;decline
сбрасываю заказ;decline
не беру сейчас;decline
отказ;decline
не согласен;decline
не хочу;decline
пропускаю;decline
пропусти заказ;decline
отменяю;decline
отмена заказа;decline
не беру, извини;decline
не смогу;decline
нет, пас;decline
передай другому;decline
не подходит;decline
не успею;decline
пропусти, занят;decline
пропускаем;decline
пропускаю срочно;decline
скинь, занят;decline
откажи;decline
не интересует;decline
без меня;decline
не буду;decline
не беру, позже;decline
отменить;decline
снимай;decline
снимаю заказ;decline
не беру эту поездку;decline
отказываюсь сейчас;decline
не беру, спасибо;decline
не беру, занято;decline
передай другому водителю;decline
пусть возьмёт кто-то;decline
не беру, время поджимает;decline
отказываюсь принимать;decline
пропускаю, нет времени;decline
не беру, далеко;decline
длинно, отказываюсь;decline
заказ не мой;decline
пропускаю заказ;decline
снимаю, нет возможности;decline
откажись немедленно;decline
не беру, пробки;decline
не смогу сейчас;decline
не могу;decline
нет, не беру;decline
не возьму;decline
откажусь;decline
отказаться;decline
отменяем;decline
сброс;decline
сбрось;decline
другой возьмёт;decline
не тяну;decline
не везу;decline
не беру, маршрут неудобный;decline
не по пути;decline
не мой район;decline
далеко, отказ;decline
пропускаю, бензина мало;decline
занят, пропусти;decline
нет, пропускаю;decline
не беру, конец смены;decline
устал, отказ;decline
не беру, отдых;decline
беру отпуск, пропускаю;decline
не хочу брать;decline
не готов;decline
не беру, ремонт;decline
не беру, клиент далеко;decline
нет, спасибо;decline
позже;decline
я пас;decline
не вариант;decline
не сейчас;decline
в другой раз;decline
прости, нет;decline
отказываюсь, срочные дела;decline
не успеваю, пропускаю;decline
отменяю, погода;decline
слишком далеко;decline
нет возможности;decline
не смогу отвезти;decline
откажись от поездки;decline
не беру, плохая дорога;decline
нет, пропусти;decline
не беру, клиент далеко;decline
отменяю, загружен;decline
не беру, нет детского кресла;decline
нет времени;decline
отказываюсь, занято;decline
пропускаю, спешу;decline
не беру;decline
откажусь;decline
сброс;decline
не сейчас;decline
пропускаю;decline
далеко;decline
занят;decline
нет, пас;decline
не успею;decline
другой пусть;decline
позже;decline
отказ;decline
снимаю;decline
не вариант;decline
не хочу;decline
нет времени;decline
взял поездку, пас;decline
не мой район;decline
пропусти;decline
далековато;decline
конец смены;decline
перерыв;decline
устал;decline
пробки, нет;decline
без меня;decline
ремонт, пас;decline
не подходит;decline
не беру, извини;decline
пусть другой;decline
не везу;decline
плохая дорога;decline
кресла нет;decline
погода плохая;decline
нет детского;decline
занят рейсом;decline
не тяну;decline
длинно;decline
не по пути;decline
нет, спасибо;decline
поздно;decline
далеко, пас;decline
не могу;decline
спешу;decline
заказ не мой;decline
бензина мало;decline
не беру сейчас;decline
передай другому;decline
не готов;decline
пропусти, занят;decline
нет возможности;decline
пропускаю конец смены;decline
отказ поздно;decline
позже поздно;decline
отказываюсь нет кресла;decline
пропускаю нет кресла;decline
нет возможности взять;decline
нет времени сейчас;decline
давай другой возьмёт;decline
не беру нет кресла;decline
не могу далеко;decline
нет времени плохая дорога;decline
пропускаю загружен;decline
нет времени спешу;decline
занят плохая дорога;decline
пас перерыв;decline
позже загружен;decline
слишком далеко, пас;decline
пас спешу;decline
пропускаю, нет времени;decline
не могу устал;decline
не беру загружен;decline
не мой район сейчас;decline
занят перерыв;decline
отказ устал;decline
пропускаю перерыв;decline
позже ремонт;decline
снимаю поздно;decline
нет времени устал;decline
пропускаю поздно;decline
пас поздно;decline
пас устал;decline
передай другому;decline
снимаю далеко;decline
занят нет кресла;decline
пропускаю устал;decline
отказ перерыв;decline
не беру конец смены;decline
пас конец смены;decline
позже конец смены;decline
ремонт, пас;decline
поздно, пропускаю;decline
не тяну;decline
не беру ремонт;decline
отказ ремонт;decline
не успеваю, пас;decline
не беру перерыв;decline
снимаю загружен;decline
снимаю устал;decline
позже перерыв;decline
позже устал;decline
отказываюсь загружен;decline
не беру спешу;decline
пропускаю спешу;decline
снимаю ремонт;decline
пас, беру позже;decline
нет кресла, пропускаю;decline
плохое состояние дороги;decline
не готов сейчас;decline
отказ сейчас;decline
отказ конец смены;decline
позже плохая дорога;decline
нет времени поздно;decline
занят, пропусти;decline
отказ загружен;decline
отказываюсь плохая дорога;decline
отказ нет кресла;decline
перерыв, не беру;decline
пас плохая дорога;decline
занят сейчас;decline
снимаю пробки;decline
спешу, не могу;decline
не вариант сейчас;decline
позже нет кресла;decline
снимаю спешу;decline
не могу пробки;decline
сейчас не могу взять;decline
пас ремонт;decline
нет времени ремонт;decline
отказ из-за пробок;decline
занят устал;decline
ремонт машины, пас;decline
пропускаю ремонт;decline
отказываюсь перерыв;decline
отказ спешу;decline
занят ремонт;decline
пропускаю плохая дорога;decline
не могу поздно;decline
нет времени нет кресла;decline
отказ плохая дорога;decline
занят поздно;decline
отказываюсь сейчас;decline
не могу загружен;decline
нет времени далеко;decline
не беру пробки;decline
пас загружен;decline
не могу нет кресла;decline
пропускаю пробки;decline
устал, пас сейчас;decline
отказ далеко;decline
снимаю конец смены;decline
занят спешу;decline
нет времени конец смены;decline
пас далеко;decline
отказываюсь далеко;decline
не по пути;decline
отказываюсь ремонт;decline
не могу сейчас;decline
отказываюсь спешу;decline
нет времени перерыв;decline
позже спешу;decline
пропускаю;decline
далековато;decline
не могу плохая дорога;decline
погода плохая, не беру;decline
снимаю нет кресла;decline
занят;decline
нет времени;decline
пропускаю сейчас;decline
не беру устал;decline
другой пусть;decline
не готов;decline
нет, пас;decline
пробки, нет;decline
взял поездку, пас;decline
не хочу;decline
нет, спасибо;decline
я маршрут домой прямо;home
буду идти домой сейчас;home
буду выехал домой прямо;home
домой поехал без остановок;home
броню домой сейчас;home
домашние дела без задержек;home
сейчас еду домой сейчас;home
сейчас домой поехал без задержек;home
направление домой прямо;home
буду домой быстро быстро;home
только домой сегодня побыстрее;home
я путь домой сейчас;home
сейчас домой маршрут быстро;home
буду путь домой;home
буду летим домой срочно;home
по дороге домой сейчас;home
я еду домой быстро без остановок;home
домой маршрут побыстрее;home
буду сегодня домой прямо;home
сейчас летим домой прямо;home
я в сторону дома побыстрее;home
домашняя дорога без задержек;home
буду домой срочно быстро;home
сейчас в сторону дома быстро;home
я дом срочно;home
сейчас возвращаюсь домой без задержек;home
я домашняя дорога быстро;home
я по дороге домой сейчас;home
сейчас броню домой прямо;home
буду домой без остановок побыстрее;home
домашние дела срочно;home
домой маршрут без остановок;home
сейчас еду на базу прямо;home
буду домашний маршрут;home
буду домашний маршрут без задержек;home
я домой срочно сейчас;home
только домой прямо;home
сейчас домой поехал сейчас;home
я идти домой без задержек;home
сейчас только вперед домой срочно;home
я поеду домой прямо;home
я маршрут домой сейчас;home
я еду домой сейчас без задержек;home
сейчас летим домой без задержек;home
буду только домой быстро;home
буду направляюсь домой сейчас;home
буду только домой сегодня срочно;home
я домой без остановок без остановок;home
еду домой побыстрее;home
я пока домой без остановок;home
сейчас домашняя дорога побыстрее;home
маршрут домой сейчас;home
сейчас летим домой побыстрее;home
только домой срочно;home
быстрый маршрут домой быстро;home
я только домой побыстрее;home
буду домой без остановок;home
буду быстрый маршрут домой без остановок;home
сейчас поеду домой побыстрее;home
буду поеду домой побыстрее;home
домашний маршрут прямо;home
домашний маршрут быстро;home
сейчас домашний маршрут быстро;home
я домашний маршрут прямо;home
в сторону дома сейчас;home
в сторону дома быстро;home
по дороге домой без задержек;home
я возвращаюсь домой быстро;home
я возвращаюсь домой срочно;home
возвращаюсь домой прямо;home
возвращаюсь домой без задержек;home
еду на базу срочно;home
еду на базу без задержек;home
сейчас еду на базу;home
я еду на базу;home
домашняя дорога прямо;home
домашняя дорога срочно;home
домашняя дорога побыстрее;home
путь домой без задержек;home
путь домой прямо;home
путь домой быстро;home
путь домой срочно;home
сейчас путь домой;home
быстрый путь домой;home
быстрый путь домой срочно;home
быстрый путь домой быстро;home
иду домой быстро;home
иду домой срочно;home
иду домой прямо;home
иду домой без задержек;home
сейчас иду домой;home
поеду домой срочно;home
поеду домой быстро;home
поеду домой без задержек;home
поеду домой прямо;home
лечу домой срочно;home
лечу домой быстро;home
лечу домой прямо;home
лечу домой без задержек;home
сейчас лечу домой;home
домой без остановок;home
домой без задержек;home
домой побыстрее;home
домой срочно;home
домой прямо;home
еду домой срочно;home
еду домой прямо;home
еду домой без задержек;home
еду домой;home
домой маршрут быстро;home
домой маршрут срочно;home
домой маршрут прямо;home
домой маршрут без задержек;home
маршрут до дома быстрее;home
маршрут до дома срочно;home
маршрут до дома без задержек;home
маршрут до дома прямо;home
по пути домой заказы;home
заказы по пути домой;home
только заказы домой;home
только заказы по дому;home
домашние заказы;home
домашние поездки;home
еду только домой;home
езжу только домой;home
беру по пути домой;home
беру только домой;home
работаю по пути домой;home
маршрут до дома;home
путь к дому;home
в сторону дома;home
держу путь домой;home
направляюсь домой;home
двигаюсь домой;home
следую домой;home
курс домой;home
курсирую домой;home
дальше домой;home
движение домой;home
возьму домой маршрут;home
давай домой;home
везите домой;home
отвези домой;home
только домой далее;home
на базу домой;home
домашний конец смены;home
кончаю, домой;home
заканчиваю, домой;home
конец смены, домой;home
распускаюсь, домой;home
финал, домой;home
еду только по дому;home
только дом;home
курс на дом;home
беру курс домой;home
по курсу домой;home
домашний курьер;home
домашний рейс;home
домашний путь;home
домашний конец;home
домашний финиш;home
домашний конец маршрута;home
дом;home
на дом;home
к дому;home
в дом;home
до дома;home
к себе домой;home
возврат домой;home
возврат к дому;home
возврат домой срочно;home
обратно домой;home
обратно домой срочно;home
обратно домой быстро;home
обратно домой без задержек;home
обратно домой прямо;home
возврат домой быстро;home
назад домой;home
назад домой срочно;home
назад домой быстро;home
назад домой без задержек;home
назад домой прямо;home
Еду домой;home
Маршрут домой;home
Прокладывай до дома;home
Как быстрее до дома;home
Построй дорогу домой;home
Наведи к дому;home
Покажи дорогу домой;home
Навигатор «домой»;home
Только домой;home
Заказы в сторону дома;home
Стартую домой;home
Курс на дом;home
Двигаюсь домой;home
Следую домой;home
Иду домой;home
Пора домой;home
Конец смены, домой;home
Заканчиваю, домой;home
Домой без остановок;home
Домой без задержек;home
Домой побыстрее;home
Домой срочно;home
Беру курс домой;home
Путь домой;home
Быстрый путь домой;home
Оптимальный маршрут домой;home
Короткий путь домой;home
Подскажи дорогу домой;home
В сторону дома;home
Держу путь домой;home
Лечу домой;home
Гони домой;home
Сориентируй на дом;home
Укажи дорогу к дому;home
Поехали домой;home
Погнали домой;home
По пути домой беру рейсы;home
Только рейсы до дома;home
Работаю по пути домой;home
Заказы до дома;home
Еду к себе домой;home
Маршрут к себе домой;home
Домашний маршрут;home
Домашний путь;home
Финиширую, домой;home
Финиш смены, домой;home
Отвези домой;home
Построй мне дорогу домой;home
Навигируй домой;home
Сверни к дому;home
Перестрой маршрут на дом;home
Обнови маршрут: дом;home
Направь домой;home
Выставь точку «дом»;home
Финиш домой;home
Нужен дом;home
Хочу домой;home
Ставь дом конечной;home
Конечная, дом;home
Назад домой;home
Возврат домой;home
Вернуться домой;home
Вернусь домой;home
Полёт домой;home
Дорога до дома;home
Скажи, как доехать домой;home
Прокладывай домой;home
Рассчитай дорогу домой;home
Сохрани курс домой;home
Начинаю путь домой;home
Запусти режим «домой»;home
Домашний режим;home
Без клиентов, домой;home
Без пробок домой;home
Через центр домой;home
Через объезд домой;home
Через трассу домой;home
Оптимизируй до дома;home
Укороти путь домой;home
Сделай кратчайший до дома;home
Сделай самый быстрый до дома;home
Смену закрываю, домой;home
Закрываю рейсы, домой;home
Заказы завершены, домой;home
Еду на базу, потом дом;home
С базы к дому;home
Выезд к дому;home
Покажи схему до дома;home
Схема домой;home
Маршрут до подъезда;home
Как до подъезда;home
К подъезду домой;home
До квартиры везите;home
Маршрут до квартиры;home
До ворот дома;home
До двора домой;home
В родной двор;home
К родному подъезду;home
К родному дому;home
К своему дому;home
К своему подъезду;home
Обратно к себе;home
Обратно в свой район;home
Домой через объезд;home
Домой через трассу;home
Домой без платных дорог;home
Домой по платке быстрее;home
Домой по объезду;home
Домой по трассе;home
Домой по шоссе;home
Домой по кольцу;home
Домой по набережной;home
Домой через мост;home
Туда, где живу;home
В свой район;home
К своей улице;home
К своей квартире;home
Наведи к моему дому;home
Доставь меня домой;home
Возьми курс на квартиру;home
Ставь маршрут до квартиры;home
Перестрой дорогу на дом;home
Домой и точка;home
Нужен адрес дома;home
Довези до дома;home
Финиш смены, курс домой;home
Заканчиваю рейсы, курс к дому;home
Нет заказов, еду домой;home
Сворачиваю, домой;home
Свободен, домой;home
Последний заказ, потом домой;home
После этого домой;home
Завершил смену, домой;home
Проложи до района проживания;home
До моего района;home
К моему дому;home
Подскажи кратчайший до дома;home
Минимум светофоров до дома;home
Меньше пробок до дома;home
Сейчас домой без кольцевых;home
Домой по бесплатным;home
Покажи экономичный до дома;home
Покажи без камер до дома;home
Переход на маршрут «дом»;home
Дальше только домой;home
Старт «домой»;home
Вывести маршрут до дома;home
Навигатор, курс к дому;home
Скорректируй курс: дом;home
Отведите к дому;home
Направление «дом»;home
Завершил день, дом;home
На сегодня всё, еду домой;home
Смена окончена, дом;home
Снялся, домой;home
Поеду к дому, без рейсов;home
Активируй режим «дорога домой»;home
Активируй дорогу до дома;home
Покажи путь: до дома;home
Расчёт пути до дома;home
Путь без платных до дома;home
Путь без пробок домой;home
Кратчайший до дома, поехали;home
Выставь дом финишем;home
Финиш дома;home
Домашний адрес в конце;home
Задай дом как цель;home
Цель поездки: дом;home
Едем до дома;home
Маршрут до дома готов?;home
Маршрут до дома построен?;home
Метка «дом» активна;home
Сменить навигацию на дом;home
Дальше ехать домой;home
Перейти к дому;home
Подскажешь дорогу домой?;home
Отметка «дом», строим;home
Разверни к дому;home
Везём к дому;home
Ставлю дом конечным;home
еду по делам;buisness
режим по делам;buisness
включи по делам;buisness
активируй по делам;buisness
переключи на по делам;buisness
работаю по делам;buisness
только по делам;buisness
маршрут по делам;buisness
личный маршрут, по делам;buisness
путь по делам;buisness
курс по делам;buisness
следую по делам;buisness
двигаюсь по делам;buisness
режим «по делам»;buisness
запусти «по делам»;buisness
перехожу на по делам;buisness
деловой режим;buisness
деловые заказы;buisness
беру заказы по делам;buisness
фильтр по делам;buisness
только рейсы по делам;buisness
личные рейсы: по делам;buisness
покажи по делам;buisness
отбор по делам;buisness
принимаю по делам;buisness
нужен по делам;buisness
хочу по делам;buisness
продолжаю по делам;buisness
дальше по делам;buisness
сейчас по делам;buisness
сегодня по делам;buisness
перерыв закончился, по делам;buisness
после заказа, по делам;buisness
между рейсами, по делам;buisness
свободен, по делам;buisness
пауза закончилась, по делам;buisness
личное время, по делам;buisness
режим личных дел;buisness
личные задачи;buisness
ехал дальше по делам;buisness
ставь по делам;buisness
выбрать по делам;buisness
акцент на по делам;buisness
